Count ;Year;Start Month;Gender;Name;Country;Region;OFDA/BHA Response;AID Contribution ('000 US$);Magnitude (Kph);Total Deaths;No. Injured;No. Affected;No. Homeless;Total Affected;Reconstruction Costs ('000 US$);Reconstruction Costs, Adjusted ('000 US$);Insured Damage ('000 US$);Insured Damage, Adjusted ('000 US$);Total Damage ('000 US$);Total Damage, Adjusted ('000 US$)
1132;2005;10;;Stan;El Salvador;Americas;No;;;69;;72141;;72141;;;;;355700;554977
1133;2005;10;female;"Hurricane ""Wilma""";Bahamas;Americas;Yes;;;1;;1500;;1500;;;;;;
1134;2005;10;female;"Hurricane ""Wilma""";Belize;Americas;No;;;;;;;;;;;;;
1135;2005;10;female;"Hurricane ""Wilma""";Cuba;Americas;Yes;;;4;;100000;;100000;;;;;700000;1092167
1136;2005;10;female;"Hurricane ""Wilma""";Honduras;Americas;No;;;;;;;;;;;;;
1137;2005;10;female;"Hurricane ""Wilma""";Haiti;Americas;No;;;12;;;;;;;;;500;780
1138;2005;10;Female;"Hurricane ""Wilma""";Jamaica;Americas;No;;;1;;100;;100;;;;;3500;5461
1139;2005;10;Female;"Hurricane ""Wilma""";Mexico;Americas;Yes;;;7;;700000;300000;1000000;;;1800000;2808430;5000000;7801196
1140;2005;10;Female;"Hurricane ""Wilma""";United States of America;Americas;No;;165;4;;30000;;30000;;;10350000;16148475;14300000;22311419
1141;2005;10;;Alpha;Dominican Republic;Americas;No;;;9;;1000;;1000;;;;;;
1142;2005;10;;Alpha;Haiti;Americas;No;;;12;17;2175;;2192;;;;;;
1143;2005;11;;Kai Tak (21);Viet Nam;Asia;No;;;20;;15000;;15000;;;;;11000;17163
1144;2005;10;;Beta;Colombia;Americas;No;;175;;;3074;;3074;;;;;;
1145;2005;10;;Beta;Honduras;Americas;No;;;;;11000;;11000;;;;;;
1146;2005;10;;Beta;Nicaragua;Americas;No;37;;4;;;5763;5763;;;;;;
1147;2005;11;;Gamma;Belize;Americas;No;;;3;;;;;;;;;;
1148;2005;11;;Gamma;Honduras;Americas;Yes;507;75;47;;90000;;90000;;;;;15500;24184
1149;2005;5;;Adrian;El Salvador;Americas;No;;;;;;;;;;;;;
1150;2006;1;Female;Clare;Australia;Oceania;No;;;;;1500;;1500;;;;;2354;3558
1151;2006;1;;Jim;Fiji;Oceania;No;;;;;168;;168;;;;;;
1152;2006;2;;Boloetse;Madagascar;Africa;No;;160;3;;6112;100;6212;;;;;;
1153;2006;3;;Larry;Australia;Oceania;No;;290;;30;;7000;7030;;;335000;506346;1180000;1783546
1154;2006;3;Female;Glenda;Australia;Oceania;No;;235;;;500;;500;;;;;;
1155;2006;4;;Mala;Myanmar;Asia;No;;240;34;31;60075;;60106;;;;;;
1156;2006;5;;Chanchu (Caloy);China;Asia;No;;;23;;3150000;;3150000;;;;;475000;717953
1157;2006;5;;Chanchu (Caloy);Philippines;Asia;No;;185;41;;42000;;42000;;;;;3328;5030
1158;2006;5;;Chanchu (Caloy);Viet Nam;Asia;No;;;204;;600000;;600000;;;;;;
1159;2006;6;;Alberto;Cuba;Americas;No;;75;;8;260;;268;;;;;;
1160;2006;7;;Bilis;China;Asia;No;;;820;;29622000;;29622000;;;;;3325000;5025670
1161;2006;7;;Bilis;Philippines;Asia;No;;120;37;;51680;;51680;;;;;3000;4534
1162;2006;7;;Bilis;Taiwan (Province of China);Asia;No;;;3;;;;;;;;;;
1163;2006;7;;Bilis;Viet Nam;Asia;No;;;17;;;2000;2000;;;;;;
1164;2006;7;Female;Kaemi;China;Asia;No;;;109;;6531000;;6531000;;;;;367000;554713
1165;2006;7;Female;Kaemi;Philippines;Asia;No;;;4;;200355;;200355;;;;;471;712
1166;2006;7;Female;Kaemi;Taiwan (Province of China);Asia;No;;;;;800;;800;;;;;;
1167;2006;8;;Prapiroon;China;Asia;No;;;89;;10000000;;10000000;;;;;900000;1360332
1168;2006;8;;Prapiroon;Philippines;Asia;No;;;6;;15000;;15000;;;;;135000;204050
1169;2006;6;;Henry;Philippines;Asia;No;;;8;;476027;;476027;;;;;645;975
1170;2006;8;;Saomai;China;Asia;No;;216;441;1350;5920000;2000;5923350;;;;;2510000;3793814
1171;2006;8;;Ernesto;Haiti;Americas;No;;;5;;15000;;15000;;;;;;
1172;2006;8;;Ernesto;United States of America;Americas;No;;119;6;;140;;140;;;;;32860;49667
1173;2006;9;;John;Mexico;Americas;No;;215;7;;10000;;10000;;;;;;
1174;2006;9;female;Shanshan (13);Japan;Asia;No;;;10;448;12000;;12448;;;1020000;1541709;2500000;3778699
1175;2006;9;female;Lane;Mexico;Americas;No;;250;4;;240700;;240700;;;;;2700;4081
1176;2006;10;;Xangsane (Milenyo);China;Asia;No;;;1;12;;;12;;;;;;
1177;2006;9;;Xangsane (Milenyo);Philippines;Asia;No;;160;228;406;3842000;;3842406;;;;;113000;170797
1178;2006;9;;Xangsane (Milenyo);Viet Nam;Asia;No;;148;71;525;1368720;98680;1467925;;;;;624000;943163
1179;2006;10;;Cimaron (Paeng);Philippines;Asia;No;;230;34;58;282963;;283021;;;;;9077;13720
1180;2006;10;;Paul;Mexico;Americas;No;;;4;;20000;;20000;;;;;;
1181;2006;11;female;Queenie (Chebi);Philippines;Asia;No;;130;6;10;21250;;21260;;;;;;
1182;2006;11;;Durian (Reming);Philippines;Asia;Yes;14414;195;1399;2143;2560374;;2562517;;;;;66400;100362
1183;2006;11;;Durian (Reming);Viet Nam;Asia;No;467;;95;1360;975000;250000;1226360;;;;;456000;689235
1184;2006;12;;Utor (Seniang);Philippines;Asia;No;;150;42;42;327500;;327542;;;;;;
1185;2006;12;;Bondo;Madagascar;Africa;No;;150;1;;;304;304;;;;;;
1186;2007;1;;Clovis;Madagascar;Africa;No;;90;1;;7313;;7313;;;;;;
1187;2007;2;;Favio;Mozambique;Africa;No;;180;10;70;162700;;162770;;;;;;
1188;2007;2;;Favio;Zimbabwe;Africa;No;;;;;;;;;;;;1200;1763
1189;2007;2;;Gamède;Mauritius;Africa;No;;;2;;;;;;;;;;
1190;2007;2;;Gamède;Réunion;Africa;No;;205;2;90;;;90;;;;;;
1191;2007;3;;Indlala;Madagascar;Africa;Yes;18703;230;80;16;203182;12000;215198;;;;;240000;352694
1192;2007;3;Female;Becky;New Zealand;Oceania;No;;;;;300;;300;;;;;;
1193;2007;4;;Jaya;Madagascar;Africa;No;;;3;;;;;;;;;;
1194;2007;4;;Cliff;Fiji;Oceania;No;;120;1;;;;;;;;;;
1195;2007;6;;Cyclone 'Gonu';Iran (Islamic Republic of);Asia;No;;220;12;9;185000;;185009;;;;;;
1196;2007;6;;Cyclone 'Gonu';Oman;Asia;Yes;731;260;76;;20000;;20000;;;650000;955213;3900000;5731276
1197;2007;6;;Cyclone 'Yemyin';Pakistan;Asia;No;35048;;242;;1650000;;1650000;;;;;1620000;2380684
1198;2007;7;;Man-Yi;Japan;Asia;No;;250;5;12;40000;;40012;;;67000;98460;60000;88173
1199;2007;8;;Chedeng and Dodong;Philippines;Asia;No;;;7;7;921455;;921462;;;;;492;723
1200;2007;8;Female;Erin;United States of America;Americas;No;;132;7;;;;;;;;;;
1201;2007;8;;Dean;Belize;Americas;Yes;;;;;20000;;20000;;;;;14847;21819
1202;2007;8;;Dean;Cuba;Americas;No;;240;;;;;;;;;;;
1203;2007;8;;Dean;Dominica;Americas;Yes;;;2;30;7500;;7530;;;10000;14696;20000;29391
1204;2007;8;;Dean;Dominican Republic;Americas;No;;;1;;1600;;1600;;;30000;44087;40000;58782
1205;2007;8;;Dean;Guadeloupe;Americas;No;;160;;;;;;;;125000;183695;300000;440867
1206;2007;8;;Dean;Haiti;Americas;No;;;9;6;3960;;3966;;;;;;
1207;2007;8;;Dean;Jamaica;Americas;Yes;;;4;;32000;1188;33188;;;150000;220434;300000;440867
1208;2007;8;;Dean;Saint Lucia;Americas;Yes;;;1;;;;;;;20000;29391;40000;58782
1209;2007;8;;Dean;Mexico;Americas;Yes;;265;9;;140000;;140000;;;475000;698040;600000;881735
1210;2007;8;;Dean;Martinique;Americas;No;;160;1;6;;;6;;;125000;183695;300000;440867
1211;2007;8;;Sepat;China;Asia;No;;;39;;8000000;;8000000;;;;;890555;1308722
1212;2007;8;;Sepat;Philippines;Asia;No;;;3;;380000;;380000;;;;;492;723
1213;2007;8;;Sepat;Taiwan (Province of China);Asia;No;;;;12;;1800;1812;;;;;25000;36739
1214;2007;9;;Felix;Guatemala;Americas;No;;;;;3905;;3905;;;;;;
1215;2007;9;;Felix;Honduras;Americas;No;;;1;;19500;;19500;;;;;6579;9668
1216;2007;9;;Felix;Mexico;Americas;No;;;;;;30000;30000;;;;;;
1217;2007;9;;Felix;Nicaragua;Americas;Yes;;;177;;188726;;188726;;;;;;
1218;2007;9;;Felix;El Salvador;Americas;No;;;;;2800;;2800;;;;;;
1219;2007;9;;Wipha/Goring;China;Asia;No;;;9;;;;;;;;;638000;937578
1220;2007;9;;Wipha/Goring;Japan;Asia;No;;;4;;;;;;;;;;
1221;2007;9;;Wipha/Goring;Philippines;Asia;No;;;2;;30000;;30000;;;;;;
1222;2007;9;;Wipha/Goring;Democratic People's Republic of Korea;Asia;No;;;;;;1649;1649;;;;;;
1223;2007;9;female;Lekima (Hanna);Philippines;Asia;No;;;8;;2000;;2000;;;;;;
1224;2007;9;female;Lekima (Hanna);Viet Nam;Asia;Yes;;117;96;150;637755;47525;685430;;;;;191000;280686
1225;2007;9;;Lorenzo;Mexico;Americas;No;;;5;;33000;;33000;;;;;;
1226;2007;9;female;Nari (11);Republic of Korea;Asia;No;;;20;2;;600;602;;;;;70000;102869
1227;2007;8;;Fitow (9);Japan;Asia;No;;140;4;82;900;;982;;;700000;1028691;1000000;1469558
1228;2007;10;;Noel;Bahamas;Americas;No;;;1;;7000;;7000;;;;;;
1229;2007;10;;Noel;Cuba;Americas;Yes;;;1;;192488;;192488;;;;;500000;734779
1230;2007;10;;Noel;Dominican Republic;Americas;Yes;;;129;;79728;;79728;;;;;77700;114185
1231;2007;10;;Noel;Haiti;Americas;Yes;;;90;133;108630;;108763;;;;;;
1232;2007;10;;Noel;Jamaica;Americas;No;;;1;;;;;;;;;;
1233;2007;10;;Krosa;China;Asia;No;;240;;;;;;;;;;1077788;1583872
1234;2007;10;;Krosa;Taiwan (Province of China);Asia;No;;;18;67;1000;;1067;;;;;35000;51435
1235;2007;11;;Cyclone 'Sidr';Bangladesh;Asia;Yes;215214;250;4234;55282;8923259;;8978541;;;;;2300000;3379983
1236;2007;11;;Cyclone 'Sidr';India;Asia;No;;;;;;;;;;;;;
1237;2007;11;;Cyclone 'Guba';Papua New Guinea;Oceania;Yes;1302;;172;;162140;;162140;183000;268929;;;;
1238;2007;11;;Kabayan (Peipah);Philippines;Asia;No;;;8;;33884;;33884;;;;;2971;4366
1239;2007;11;;Mitag (Mina) (23);Philippines;Asia;No;;170;29;6;443109;;443115;;;;;5000;7348
1240;2007;11;;Hagibis (Lando) (24);Philippines;Asia;No;;129;20;11;35322;;35333;;;;;1000;1470
1241;2007;3;;George and Jacob;Australia;Oceania;No;;275;2;;730;90;820;;;;;100000;146956
1242;2007;12;Female;Olga;Dominican Republic;Americas;No;;;33;;61605;;61605;;;;;45000;66130
1243;2007;12;Female;Olga;Haiti;Americas;No;;;3;2;2090;260;2352;;;;;;
1244;2007;12;Female;Olga;Puerto Rico;Americas;No;;;1;;;;;;;;;;
1245;2007;12;;Daman;Fiji;Oceania;No;;250;;;69;;69;;;;;652;958
1246;2007;9;;Goring;Philippines;Asia;No;;;1;;64000;;64000;;;;;;
1247;2007;9;Female;Henriette;Mexico;Americas;No;;;6;;;;;;;;;;
1248;2008;1;;"Cyclone ""Fame""";Madagascar;Africa;No;;130;12;;5457;3156;8613;;;;;;
1249;2008;1;Female;"Cyclone ""Gene""";Fiji;Oceania;No;;177;7;;;;;;;;;30000;42457
1250;2008;2;;"Cyclone ""Ivan""";Madagascar;Africa;Yes;28487;230;93;580;332391;191182;524153;;;;;60000;84914
1251;2008;3;;"Cyclone ""Jokwe""";Madagascar;Africa;No;;;;;400;;400;;;;;;
1252;2008;3;;"Cyclone ""Jokwe""";Mozambique;Africa;No;8166;;9;13;165000;55000;220013;;;;;20000;28305
1253;2008;4;;"Typhoon ""Neoguri"" (Ambo)";China;Asia;No;;175;25;;274000;;274000;;;;;49000;69346
1254;2008;4;;"Typhoon ""Neoguri"" (Ambo)";Philippines;Asia;No;;175;1;;;;;;;;;16000;22644
1255;2008;4;female;Cyclone 'Nargis';Sri Lanka;Asia;No;;;9;;50000;;50000;;;;;;
1256;2008;5;female;Cyclone 'Nargis';Myanmar;Asia;Yes;607329;215;138366;20000;2400000;;2420000;;;;;4000000;5660904
1257;2008;5;female;Cyclone 'Nargis';Thailand;Asia;No;;;;;;1000;1000;;;;;;
1258;2008;5;;Halong (Cosme);Philippines;Asia;No;;95;64;33;1496635;;1496668;;;;;99174;140354
1259;2008;5;;Tropical cyclone 'Arthur';Belize;Americas;Yes;362;;7;;10000;;10000;;;;;;
1260;2008;5;female;Alma;Costa Rica;Americas;No;;;4;;55000;;55000;;;;;;
1261;2008;5;female;Alma;Honduras;Americas;No;;;;;;;;;;;;;
1262;2008;5;female;Alma;Nicaragua;Americas;Yes;;;13;;25000;;25000;;;;;;
1263;2008;6;;Typhoon Fengshen (Franck);China;Asia;No;;;14;;340000;;340000;;;;;175000;247665
1264;2008;6;;Typhoon Fengshen (Franck);Philippines;Asia;Yes;4636;170;644;826;4784634;;4785460;;;45000;63685;284694;402906
1265;2008;7;;"Tropical Storm ""Fung-Wong"" (Igme)";China;Asia;No;;155;1;6;93000;;93006;;;;;73000;103312
1266;2008;7;;"Tropical Storm ""Fung-Wong"" (Igme)";Philippines;Asia;No;;;10;2;22079;;22081;;;;;40;57
1267;2008;7;;"Tropical Storm ""Fung-Wong"" (Igme)";Taiwan (Province of China);Asia;No;;;2;;;;;;;;;10000;14152
1268;2008;7;;"Tropical storm ""Kalmaegi""";Taiwan (Province of China);Asia;No;;138;26;8;;;8;;;10000;14152;16000;22644
1269;2008;7;female;Hurricane Dolly;Guatemala;Americas;No;;;17;;;;;;;;;;
1270;2008;7;female;Hurricane Dolly;Mexico;Americas;No;;160;2;;500000;;500000;;;;;75000;106142
1271;2008;7;female;Hurricane Dolly;United States of America;Americas;No;;160;;;;;;;;600000;849136;1200000;1698271
1272;2008;8;;"Tropical storm ""Kammuri"" (Julian)";China;Asia;No;;;;;42000;;42000;;;;;80000;113218
1273;2008;8;;"Tropical storm ""Kammuri"" (Julian)";China, Hong Kong Special Administrative Region;Asia;No;;;;37;;;37;;;;;;
1274;2008;8;;"Tropical storm ""Kammuri"" (Julian)";Philippines;Asia;No;;;2;;4498;;4498;;;;;;
1275;2008;8;;"Tropical storm ""Kammuri"" (Julian)";Thailand;Asia;No;;;;;;;;;;;;;
1276;2008;8;;"Tropical storm ""Kammuri"" (Julian)";Viet Nam;Asia;No;;;162;90;52630;4910;57630;;;;;120000;169827
1277;2008;8;Female;"Tropical Storm ""Fay""";Cuba;Americas;No;;85;;;;;;;;;;;
1278;2008;8;Female;"Tropical Storm ""Fay""";Dominican Republic;Americas;No;;;4;;;;;;;;;;
1279;2008;8;Female;"Tropical Storm ""Fay""";Haiti;Americas;No;;;10;;190;30;220;;;;;;
1280;2008;8;Female;"Tropical Storm ""Fay""";Jamaica;Americas;No;;;1;;;;;;;;;;
1281;2008;8;Female;"Tropical Storm ""Fay""";United States of America;Americas;No;;100;12;;400;;400;;;;;180000;254741
1282;2008;8;;"Hurricane ""Gustav""";Bahamas;Americas;No;;;;;;;;;;;;;
1283;2008;8;;"Hurricane ""Gustav""";Cuba;Americas;Yes;;240;;19;450000;;450019;;;;;2072000;2932348
1284;2008;8;;"Hurricane ""Gustav""";Cayman Islands;Americas;No;;;;;;;;;;;;;
1285;2008;8;;"Hurricane ""Gustav""";Dominican Republic;Americas;No;;;8;2;6255;;6257;;;;;;
1286;2008;8;;"Hurricane ""Gustav""";Haiti;Americas;No;;;85;36;72970;;73006;;;;;;
1287;2008;8;;"Hurricane ""Gustav""";Jamaica;Americas;Yes;;;12;;4000;;4000;;;;;66198;93685
1288;2008;8;;"Hurricane ""Gustav""";Turks and Caicos Islands;Americas;No;;;4;;;;;;;;;;
1289;2008;9;;"Hurricane ""Gustav""";United States of America;Americas;No;;;43;;2100000;;2100000;;;3500000;4953291;7000000;9906582
1290;2008;8;;"Tropical storm ""Nuri"" (Karen)";China;Asia;No;;;4;;900000;;900000;;;;;58000;82083
1291;2008;9;;"Tropical storm ""Nuri"" (Karen)";China, Hong Kong Special Administrative Region;Asia;No;;;2;112;;;112;;;;;380;538
1292;2008;8;;"Tropical storm ""Nuri"" (Karen)";Philippines;Asia;No;;150;38;13;429450;;429463;;;;;33870;47934
1293;2008;9;Female;Hurricane 'Hanna';Dominican Republic;Americas;No;;110;1;;10745;;10745;;;;;;
1294;2008;9;Female;Hurricane 'Hanna';Haiti;Americas;No;128898;;529;;48000;;48000;;;;;;
1295;2008;9;Female;Hurricane 'Hanna';Turks and Caicos Islands;Americas;No;;;;;750;;750;;;;;;
1296;2008;8;Female;Hurricane 'Hanna';United States of America;Americas;No;;;7;;;;;;;;;160000;226436
1297;2008;9;;Hurricane Ike;Bahamas;Americas;No;;215;;;3000;;3000;;;;;;
1298;2008;9;;Hurricane Ike;Cuba;Americas;No;;;7;;;;;;;;;1500000;2122839
1299;2008;9;;Hurricane Ike;Haiti;Americas;No;;;74;50;125000;;125050;;;;;;
1300;2008;9;;Hurricane Ike;Turks and Caicos Islands;Americas;No;;;;;750;;750;;;;;500000;707613
1301;2008;9;;Hurricane Ike;United States of America;Americas;No;;200;82;;200000;;200000;;;15000000;21228391;30000000;42456782
1302;2008;9;female;"Typhoon ""Hagupit"" (Nina)";China;Asia;No;;;12;;;;;;;;;824000;1166146
1303;2008;9;female;"Typhoon ""Hagupit"" (Nina)";China, Hong Kong Special Administrative Region;Asia;No;;;;58;;;58;;;;;;
1304;2008;9;female;"Typhoon ""Hagupit"" (Nina)";Philippines;Asia;No;;;37;17;41630;4485;46132;;;;;7420;10501
1305;2008;9;female;"Typhoon ""Hagupit"" (Nina)";Taiwan (Province of China);Asia;No;;;1;;;;;;;;;;
1306;2008;9;female;"Typhoon ""Hagupit"" (Nina)";Viet Nam;Asia;No;;;46;61;51755;6695;58511;;;;;63000;89159
1307;2008;9;female;"Typhoon ""Mekkhala""";Viet Nam;Asia;No;;102;18;;30860;820;31680;;;;;6500;9199
1308;2008;9;female;"Typhoon ""Jangmi"" (Ofel)";China;Asia;No;;;;;;;;;;;;;
1309;2008;9;female;"Typhoon ""Jangmi"" (Ofel)";Taiwan (Province of China);Asia;No;;227;3;60;;;60;;;65000;91990;90000;127370
1310;2008;9;;"Typhoon ""Sinlaku""";Taiwan (Province of China);Asia;No;;;22;20;;;20;;;;;26400;37362
1311;2008;11;female;Hurricane Paloma;Cuba;Americas;No;;230;;;49445;;49445;;;;;;
1312;2008;11;female;Hurricane Paloma;Cayman Islands;Americas;No;;220;;;;;;;;;;;
1313;2008;11;;"Tropical Storm ""Maysak"" (Quinta-Sony)";Philippines;Asia;No;;;19;14;300;160;474;;;;;;
1314;2008;11;;"Tropical Storm ""Maysak"" (Quinta-Sony)";Viet Nam;Asia;No;;;11;;;;;;;;;;
1315;2008;11;;"Tropical storm ""Noul""";Viet Nam;Asia;No;;;17;8;8585;235;8828;;;;;1000;1415
1316;2008;10;;"Hurricane ""Omar""";Antigua and Barbuda;Americas;No;;;;;25800;;25800;;;;;;
1317;2008;10;;"Hurricane ""Omar""";Saint Kitts and Nevis;Americas;No;;;;;;;;;;;;;
1318;2008;5;;"TYphoon ""Rammasun"" (Butchoy)";Philippines;Asia;No;;;1;40;8350;;8390;;;;;280;396
1319;2008;7;female;"Typhoon ""Helen""";Philippines;Asia;No;;;2;1;31129;;31130;;;;;147;208
1320;2008;9;;"TRopical storm ""Higos"" (Pablo)";Philippines;Asia;No;;;1;;27683;;27683;;;;;;
1321;2008;10;female;"Cyclone ""Reshmi""";Bangladesh;Asia;No;;80;15;200;;;200;;;;;;
1322;2009;1;;Cyclones Eric and Fanele;Madagascar;Africa;Yes;945;210;12;;58493;4012;62505;;;;;;
1323;2009;1;;"Tropical storm ""Dominic""";Australia;Oceania;No;;;;;400;;400;;;;;;
1324;2009;3;Female;"Tropical storm ""Izilda""";Madagascar;Africa;No;;140;;;3376;;3376;;;;;;
1325;2009;3;Female;"Tropical storm ""Izilda""";Mozambique;Africa;No;;130;;3;600;6500;7103;;;;;3000;4261
1326;2009;4;Female;"Tropical storm ""Jade""";Madagascar;Africa;No;;160;15;10;60818;4090;64918;;;;;5000;7101
1327;2009;4;Female;"Cyclone ""Bijli""";Bangladesh;Asia;No;;100;7;84;19125;;19209;;;;;;
1328;2009;5;;"Typhoon ""Emong"" (Chanom)";Philippines;Asia;No;;139;77;53;400954;;401007;;;;;30342;43094
1329;2009;4;;"Typhhon ""Dante"" (Kujira)";Philippines;Asia;No;;148;29;8;383457;;383465;;;;;25810;36657
1330;2009;5;;"Cyclone ""Aila""";Bangladesh;Asia;Yes;14239;90;190;7103;3928238;;3935341;;;;;270000;383474
1331;2009;5;;"Cyclone ""Aila""";Bhutan;Asia;No;;;12;;;;;;;;;;
1332;2009;5;;"Cyclone ""Aila""";India;Asia;No;;110;96;;5100000;;5100000;;;;;;
1333;2009;7;;"Topical Storm ""Feria"" (Nangka)";Philippines;Asia;No;;83;16;5;110400;;110405;;;;;4281;6080
1334;2009;7;;"Tropical Storm ""Isang"" (Molave)";Philippines;Asia;No;;;5;1;248057;;248058;;;;;;
1335;2009;8;;"Typhoon ""Etau""";Japan;Asia;No;;;12;;2000;;2000;;;;;;
1336;2009;8;;Typhoon Morakot (Kiko);China;Asia;No;;83;8;4;11000000;;11000004;;;;;1415594;2010534
1337;2009;8;;Typhoon Morakot (Kiko);Philippines;Asia;No;;;26;18;94211;;94229;;;;;25000;35507
1338;2009;8;;Typhoon Morakot (Kiko);Taiwan (Province of China);Asia;Yes;3711;148;630;46;2307477;;2307523;;;;;250000;355069
1339;2009;8;;Hurricane Bill;Canada;Americas;No;;;;3;;;3;;;;;;
1340;2009;8;;Hurricane Bill;United States of America;Americas;No;;;3;9;;;9;;;;;;
1341;2009;9;;Tropical storm Labuyo (Dujuan);Philippines;Asia;No;;;1;;95700;;95700;;;;;;
1342;2009;9;;Tropical depression Maring;Philippines;Asia;No;;;15;;388373;;388373;;;;;6303;8952
1343;2009;9;;Tropical Depression Nando;Philippines;Asia;No;;;3;3;48330;;48333;;;;;;
1344;2009;9;Female;Hurricane Jimena;Mexico;Americas;Yes;;206;4;;72000;;72000;;;;;40000;56811
1345;2009;9;;"Typhoon ""Koppu""";China;Asia;No;;126;13;58;1000000;;1000058;;;;;295001;418983
1346;2009;9;;"Typhoon ""Koppu""";China, Hong Kong Special Administrative Region;Asia;No;;120;;50;300;;350;;;;;;
1347;2009;9;;"Tropical storm ""Ondoy"" (Ketsana)";Cambodia;Asia;No;;;17;91;178000;;178091;;;;;;
1348;2009;9;;"Tropical storm ""Ondoy"" (Ketsana)";Lao People's Democratic Republic;Asia;Yes;12769;;16;91;128796;;128887;;;;;100000;142028
1349;2009;9;;"Tropical storm ""Ondoy"" (Ketsana)";Philippines;Asia;Yes;105548;;501;529;4901234;;4901763;;;;;237489;337300
1350;2009;9;;"Tropical storm ""Ondoy"" (Ketsana)";Viet Nam;Asia;Yes;;170;182;860;2367820;108635;2477315;;;;;785000;1114916
1351;2009;10;;"Typhoon ""Pepeng"" (Parma)";China;Asia;No;;;3;;;;;;;;;35000;49710
1352;2009;9;;"Typhoon ""Pepeng"" (Parma)";Philippines;Asia;No;646;145;512;207;4478284;;4478491;;;;;585379;831400
1353;2009;10;;"Typhoon ""Pepeng"" (Parma)";Viet Nam;Asia;No;;;;;;;;;;;;200;284
1354;2009;10;;"TYphoon ""Melor""";Japan;Asia;No;;220;4;119;5000;;5119;;;625000;887672;1000000;1420276
1355;2009;11;female;"Hurricane ""Ida""";Mexico;Americas;No;;;;;40000;;40000;;;;;;
1356;2009;11;female;"Hurricane ""Ida""";Nicaragua;Americas;No;;140;;;19897;;19897;;;;;;
1357;2009;11;female;"Hurricane ""Ida""";El Salvador;Americas;Yes;16597;;275;;75000;15000;90000;;;;;939000;1333639
1358;2009;11;female;"Hurricane ""Ida""";United States of America;Americas;No;;;6;;;;;;;;;600000;852165
1359;2009;11;;"Tropical storm ""Mirinae"" (Santi)";Cambodia;Asia;No;;;2;;;;;;;;;;
1360;2009;10;;"Tropical storm ""Mirinae"" (Santi)";Philippines;Asia;No;;140;39;20;802155;;802175;;;;;15194;21580
1361;2009;11;;"Tropical storm ""Mirinae"" (Santi)";Viet Nam;Asia;No;1760;140;124;145;500000;;500145;;;;;280000;397677
1362;2009;11;;"Tropical depression ""Urduja""";Philippines;Asia;No;;;4;13;48129;;48142;;;;;12;17
1363;2009;12;;Cyclone 'Mick';Fiji;Oceania;No;121;100;2;;3845;;3845;;;;;13300;18890
1364;2009;8;female;Goni (Jolina);Philippines;Asia;No;;;14;10;221412;;221422;;;;;2888;4102
1365;2009;11;;Cyclone Phyan;India;Asia;No;;;20;;;;;;;;;300000;426083
1366;2009;8;;"Tropical cylone ""Goni""";China;Asia;No;;;9;;;;;;;;;7000;9942
1367;2010;2;female;"Cyclone ""Oli""";French Polynesia;Oceania;No;;260;1;11;3400;;3411;;;;;11000;15371
1368;2010;2;female;Pat;Cook Islands;Oceania;No;;200;;8;2194;;2202;;;;;;
1369;2010;3;;"Tropical storm ""Hubert""";Madagascar;Africa;Yes;;;120;132;192000;;192132;;;;;;
1370;2010;3;;"Cyclone ""Tomas""";Fiji;Oceania;Yes;1973;250;2;;39101;;39101;;;;;39427;55094
1371;2010;3;;"Cyclone ""Ului""";Australia;Oceania;No;;200;1;;;;;;;;;;
1372;2010;3;;"Cyclone ""Ului""";Solomon Islands;Oceania;No;;;;;205;590;795;;;;;;
1373;2010;5;Female;"Cyclone ""Laila""";India;Asia;No;;110;32;;;;;;;;;;
1374;2010;6;;"Cyclone ""Phet""";Oman;Asia;No;;;16;;;;;;;;;1000000;1397359
1375;2010;6;;"Cyclone ""Phet""";Pakistan;Asia;No;;;23;;4000;;4000;;;;;80000;111789
1376;2010;5;Female;Hurricane Agatha;Guatemala;Americas;Yes;;;174;154;397808;;397962;;;;;650000;908283
1377;2010;5;Female;Hurricane Agatha;Honduras;Americas;Yes;;;18;4;16673;7998;24675;;;;;90000;125762
1378;2010;5;Female;Hurricane Agatha;El Salvador;Americas;Yes;;;10;3;8717;2800;11520;;;;;20000;27947
1379;2010;6;;"Tropical storm ""Alex""";Guatemala;Americas;No;;;;;2180;;2180;975000;1362425;;;;
1380;2010;6;;"Tropical storm ""Alex""";Mexico;Americas;Yes;224;135;22;;170000;;170000;;;;;2000000;2794717
1381;2010;6;;"Tropical storm ""Alex""";Nicaragua;Americas;No;;;5;;;;;;;;;;
1382;2010;6;;"Tropical storm ""Alex""";El Salvador;Americas;No;;;6;;500;;500;;;;;;
1383;2010;7;;Typhoon Conson (Basyang);China;Asia;No;;;2;;;;;;;;;500;699
1384;2010;7;;Typhoon Conson (Basyang);Philippines;Asia;No;;120;146;91;585383;;585474;;;;;8675;12122
1385;2010;7;;Typhoon Conson (Basyang);Viet Nam;Asia;No;;;11;;;1500;1500;;;;;500;699
1386;2010;7;;Typhoon Chanthu;China, Hong Kong Special Administrative Region;Asia;No;;;1;;15000;;15000;;;;;;
1387;2010;7;;Typhoon Chanthu;Viet Nam;Asia;No;;;10;;12400;;12400;;;;;;
1388;2010;8;Female;Tropical storm Ester (Dianmu);Philippines;Asia;No;;95;31;;1045;;1045;;;;;;
