Count ;Year;Start Month;Gender;Name;Country;Region;OFDA/BHA Response;AID Contribution ('000 US$);Magnitude (Kph);Total Deaths;No. Injured;No. Affected;No. Homeless;Total Affected;Reconstruction Costs ('000 US$);Reconstruction Costs, Adjusted ('000 US$);Insured Damage ('000 US$);Insured Damage, Adjusted ('000 US$);Total Damage ('000 US$);Total Damage, Adjusted ('000 US$)
573;1991;9;Female;Kinna;Japan;Asia;No;;;6;;;;;;;272000;608546;;
574;1991;9;;Luke;Japan;Asia;No;;;18;;;;;;;54000;120814;;
575;1991;9;Female;Mireille (n°19);Japan;Asia;No;;;66;777;90000;351;91128;;;5400000;12081423;10000000;22373005
576;1991;10;Female;Grace;United States of America;Americas;No;;;2;;;;;;;60000;134238;;
577;1991;7;;Zeke;Viet Nam;Asia;No;;;21;6;770;;776;;;;;;
578;1992;1;Female;Betsy;Vanuatu;Oceania;Yes;46;222;2;10;;;10;;;;;;
579;1992;3;Female;Fran;Vanuatu;Oceania;No;;222;;;1150;;1150;;;;;;
580;1992;6;;Chuck;Viet Nam;Asia;No;11162;;14;11;44945;2230;47186;;;;;400;869
581;1992;8;;Andrew;Bahamas;Americas;Yes;253;241;4;;;1700;1700;;;;;250000;542882
582;1992;8;;Andrew;United States of America;Americas;No;;290;44;55;;250000;250055;;;17000000;36915991;26500000;57545516
583;1992;1;;Axel;United States of America;Americas;No;;;;;20000;;20000;;;;;;
584;1992;10;Female;Angela;Viet Nam;Asia;No;;;17;12;31180;980;32172;;;;;18000;39088
585;1992;12;;Joni;Fiji;Oceania;No;;;1;;2000;;2000;;;;;1600;3474
586;1992;9;;Iniki;United States of America;Americas;No;;;6;;25000;;25000;;;1600000;3474446;5000000;10857645
587;1992;7;;Eli (Konsing);Philippines;Asia;No;;109;22;;5135;;5135;;;;;;
588;1992;7;;Gary;Philippines;Asia;No;;;42;77;134417;;134494;;;;;;
589;1992;9;;Ted;China;Asia;No;;;53;;;;;;;;;425000;922900
590;1992;9;Female;Yancy;Japan;Asia;No;;180;11;86;;;86;;;;;;
591;1992;8;;Lester;Mexico;Americas;No;;;3;;10000;;10000;;;;;3000;6515
592;1992;8;;Omar;Guam;Oceania;No;;;1;542;;5000;5542;;;;;300000;651459
593;1992;8;Female;Polly;China;Asia;No;;26333;168;;5000000;;5000000;;;;;412400;895539
594;1992;8;Female;Polly;Taiwan (Province of China);Asia;No;;;8;;;;;;;;;35000;76004
595;1992;7;;Gari (Ditang);China, Hong Kong Special Administrative Region;Asia;No;;;;18;;43;61;;;;;219700;477085
596;1992;7;;Zeke & Fred;Lao People's Democratic Republic;Asia;No;;;22;102;268775;;268877;;;;;3650;7926
597;1992;9;;Ted;Republic of Korea;Asia;No;;;;;375;58;433;;;;;;
598;1992;8;;Omar (Lusing);Philippines;Asia;No;;205;11;1;171603;1965;173569;;;;;;
599;1992;10;female;Angela;Thailand;Asia;No;;;3;;93102;13007;106109;;;;;;
600;1992;10;female;Colleen;Thailand;Asia;No;;;;;160550;;160550;;;;;;
601;1993;1;female;Kina;Fiji;Oceania;Yes;4350;241;21;3;150000;10000;160003;;;;;100000;210927
602;1993;1;female;Nina;Tuvalu;Oceania;No;10;130;;;;150;150;;;;;;
603;1993;1;female;Nina;Solomon Islands;Oceania;Yes;232;130;4;;88500;;88500;;;;;;
604;1993;5;female;Adel;Papua New Guinea;Oceania;No;1;83;15;40;25000;15000;40040;;;;;1500;3164
605;1993;3;;Prema;Vanuatu;Oceania;Yes;2949;250;4;5;5000;7000;12005;;;;;6000;12656
606;1993;8;;Bret;Nicaragua;Americas;Yes;1747;97;37;;123000;;123000;;;;;;
607;1993;6;;Koryn (Goring);Philippines;Asia;No;;180;2;;29413;14322;43735;;;;;442;932
608;1993;8;;Bret;Venezuela (Bolivarian Republic of);Americas;Yes;384;95;100;400;;5500;5900;;;;;4500;9492
609;1993;7;;Calvin;Mexico;Americas;No;;136;30;;14000;20000;34000;;;;;;
610;1993;10;female;Flo (Kadiang);Philippines;Asia;Yes;1744;105;124;35;1941531;;1941566;;;;;188000;396543
611;1993;9;female;Yancy;Japan;Asia;No;;180;48;208;30255;;30463;;;896000;1889906;1300000;2742052
612;1993;12;female;Lola (Monang) and Manny (Naning);Philippines;Asia;Yes;615;210;311;524;994478;164800;1159802;;;;;50000;105464
613;1993;11;;Kyle;Philippines;Asia;No;;;1;;;;;;;;;2000;4219
614;1993;11;;Kyle;Viet Nam;Asia;Yes;;;130;16;6000;5490;11506;;;;;15000;31639
615;1993;1;female;Colina;Réunion;Africa;No;;;14;;;;;;;;;;
616;1993;6;Female;Arlene, Beatriz;Mexico;Americas;No;;;7;;10000;;10000;;;;;1670000;3522482
617;1993;6;;Koryn;China, Hong Kong Special Administrative Region;Asia;No;;180;4;183;21;;204;;;;;120;253
618;1993;8;Female;Cindy;Martinique;Americas;No;;;2;10;;3000;3010;;;;;;
619;1993;8;;Irwin;Mexico;Americas;No;;;;;;3000;3000;;;;;;
620;1993;8;Female;Tasha;China;Asia;No;;185;28;213;2000000;;2000213;;;;;433920;915255
621;1993;8;Female;Emily;United States of America;Americas;No;;113;1;;;;;;;30000;63278;;
622;1993;9;Female;Lidia;Mexico;Americas;No;;200;1;;30000;;30000;;;;;;
623;1993;12;;Nell (Puring);Philippines;Asia;No;142;120;52;7;366217;;366224;;;;;17000;35858
624;1993;12;Female;Lola;Viet Nam;Asia;No;;130;73;20;20520;4695;25235;;;;;50000;105464
625;1993;5;Female;Wylie;United States of America;Americas;No;;;3;60;;;60;;;165000;348030;;
626;1993;6;;Koryn;China;Asia;No;;180;10;;3000000;;3000000;;;;;219670;463343
627;1993;9;;Abe;China;Asia;No;;120;10;428;24000;;24428;;;;;12610;26598
628;1993;9;Female;Becky;China;Asia;No;;83;7;;3000000;;3000000;;;;;263670;556151
629;1993;9;;Dot;China;Asia;No;;130;1;;250000;;250000;;;;;286370;604032
630;1993;10;Female;Ira;China;Asia;No;;102;;;200000;;200000;;;;;15890;33516
631;1993;8;Female;Tasha;China, Hong Kong Special Administrative Region;Asia;No;;185;;35;500;;535;;;;;;
632;1993;9;;Dot;China, Hong Kong Special Administrative Region;Asia;No;;130;1;48;210;;258;;;;;6000;12656
633;1993;10;Female;Ira;China, Hong Kong Special Administrative Region;Asia;No;;102;2;30;100;59;189;;;;;800;1687
634;1993;8;;Robyn;Japan;Asia;No;;;47;;;;;;;225000;474586;450000;949172
635;1993;8;;Robyn;Democratic People's Republic of Korea;Asia;No;;304;6;;2500;;2500;;;;;110000;232020
636;1993;6;;Koryn;China, Macao Special Administrative Region;Asia;No;;259;;3;1000;636;1639;;;;;;
637;1993;8;Female;Tasha;China, Macao Special Administrative Region;Asia;No;;185;;1;100;229;330;;;;;;
638;1993;9;;Dot;China, Macao Special Administrative Region;Asia;No;;130;;;100;288;388;;;;;;
639;1994;2;Female;Hollanda, Ivy;Mauritius;Africa;No;30;225;2;;800;1500;2300;;;;;135400;278338
640;1994;1;Female;Daisy, Geralda;Madagascar;Africa;Yes;10586;250;200;43;500000;40000;540043;;;;;10000;20557
641;1994;4;;Owen (Bising);Philippines;Asia;No;;110;15;33;46500;59213;105746;;;;;;
642;1994;3;Female;Nadya;Mozambique;Africa;Yes;2351;150;240;2000;2000000;500000;2502000;;;;;;
643;1994;3;Female;Nadya;Madagascar;Africa;No;;45;12;8;;;8;;;;;200;411
644;1994;3;Female;Litanne;Madagascar;Africa;No;;284;;;;;;;;;;;
645;1994;8;;9403;China;Asia;No;;;90;684;8235000;253000;8488684;;;;;700000;1438969
646;1994;7;female;Yunya (Norming);Philippines;Asia;No;;;11;7;420721;;420728;;;;;37600;77293
647;1994;7;;Tim (Iliang);Philippines;Asia;No;;;17;21;166564;;166585;;;;;1000;2056
648;1994;6;female;Sharon (Gading);Philippines;Asia;No;;;2;;23952;;23952;;;;;;
649;1994;8;female;Caitlin (Pasing);Philippines;Asia;No;;;11;;14000;;14000;;;;;;
650;1994;6;;Russ;China;Asia;No;;74;74;684;;440000;440684;;;;;700;1439
651;1994;7;;Alberto;United States of America;Americas;No;;;32;22;20000;;20022;;;95000;195289;250000;513918
652;1994;7;;Tim;China;Asia;No;;;47;;4230000;;4230000;;;;;96300;197961
653;1994;7;;Tim;Russian Federation;Europe;No;;;;;;;;;;;;60000;123340
654;1994;8;;Brendan;Republic of Korea;Asia;No;;74;28;2;;86;88;;;;;11;23
655;1994;8;;Doug;Taiwan (Province of China);Asia;No;;160;16;41;457;;498;;;;;232000;476915
656;1994;8;;Fred (9416);China;Asia;No;;;1174;1800;11000000;;11001800;;;;;1150000;2364021
657;1994;8;;Fred (9416);Japan;Asia;No;;;;;;;;;;;;6000;12334
658;1994;8;;Fred (9416);Taiwan (Province of China);Asia;No;;;3;;;;;;;;;1000;2056
659;1994;9;;Luke (Weling);Philippines;Asia;No;;;7;;54674;;54674;;;;;3900;8017
660;1994;9;female;Debby;Saint Lucia;Americas;Yes;396;;4;;600;150;750;;;;;;
661;1994;1;;Hurricane;Australia;Oceania;No;;;22;;;;;;;;;;
662;1994;7;;Oyang;Philippines;Asia;No;;;39;;;;;;;;;1700;3495
663;1994;9;female;Gladys;Taiwan (Province of China);Asia;No;;;6;50;;;50;;;;;24000;49336
664;1994;11;;Gordon;Cuba;Americas;No;580;83;2;;67738;42820;110558;;;;;101968;209613
665;1994;11;;Gordon;Haiti;Americas;Yes;7488;26430;1122;;1500000;87000;1587000;;;;;50000;102784
666;1994;11;;Gordon;United States of America;Americas;No;;;6;;;;;;;60000;123340;500000;1027835
667;1994;10;Female;Teresa (Katring);Philippines;Asia;No;;150;32;15;;258736;258751;;;;;67400;138552
668;1994;12;;Axel (Garding);Philippines;Asia;No;;;49;86;867837;;867923;;;;;26813;55119
669;1994;7;;Tim;Taiwan (Province of China);Asia;No;;174;10;40;;;40;;;10000;20557;100000;205567
670;1994;9;;Luke;Viet Nam;Asia;No;;;30;;11000;;11000;;;;;45000;92505
671;1994;7;Female;Vanessa;Philippines;Asia;No;;;3;;5300;;5300;;;;;;
672;1994;8;;Harry;Thailand;Asia;No;;;10;;;;;;;;;12000;24668
673;1994;8;Female;Caitlin;Taiwan (Province of China);Asia;No;;;10;;;;;;;;;100000;205567
674;1994;7;Female;Amy;Thailand;Asia;No;;;9;;10000;;10000;;;;;8000;16445
675;1994;9;Female;Orchid;Japan;Asia;No;;;3;7;;;7;;;199100;409284;;
676;1995;6;Female;Allison;Cuba;Americas;No;;97;2;3;160;;163;;;;;;
677;1995;6;Female;Allison;Honduras;Americas;No;;97;18;22;;;22;;;;;;
678;1995;8;;Felix;Mexico;Americas;No;;210;17;;;3000;3000;;;;;;
679;1995;8;Female;Janis;Republic of Korea;Asia;No;;;45;160;1400;2150;3710;;;;;425000;849819
680;1995;8;;Kent (Gening);Philippines;Asia;No;;157;6;;195886;;195886;;;;;;
681;1995;8;;Kent;China;Asia;No;;;445;;;25000;25000;;;;;87000;173963
682;1995;9;Female;Henriette;Mexico;Americas;No;;193;;;800;;800;;;;;;
683;1995;9;;Luis;Antigua and Barbuda;Americas;Yes;;220;2;165;;3537;3702;;;;;350000;699851
684;1995;9;;Luis;Canada;Americas;No;;;2;;;;;;;;;100000;199957
685;1995;9;;Luis;Guadeloupe;Americas;No;;;;;;;;;;;;50000;99979
686;1995;9;;Luis;Montserrat;Americas;No;;;;;;;;;;;;20000;39991
687;1995;9;;Luis;United States Virgin Islands;Americas;No;;;;;;;;;;500000;999787;800000;1599659
688;1995;9;;Luis;Netherlands Antilles;Americas;No;;220;2;;40000;;40000;;;700000;1399702;1000000;1999574
689;1995;9;;Luis;Puerto Rico;Americas;No;;241;;;98000;;98000;;;100000;199957;200000;399915
690;1995;9;;Ismael;Mexico;Americas;No;;153;105;;;40000;40000;;;;;800000;1599659
691;1995;9;Female;Marilyn;Dominica;Americas;No;;;;;;;;;;;;175000;349925
692;1995;9;Female;Marilyn;Martinique;Americas;No;;;;;;;;;;;;160000;319932
693;1995;9;Female;Marilyn;Puerto Rico;Americas;No;;;1;;;;;;;50000;99979;100000;199957
694;1995;9;Female;Marilyn;United States of America;Americas;No;;;8;;;;;;;875000;1749627;2100000;4199105
695;1995;9;Female;Marilyn;United States Virgin Islands;Americas;No;;97;7;;;10000;10000;;;50000;99979;136000;271942
696;1995;9;;Luis;Dominica;Americas;No;;220;2;1;;5000;5001;65000;129972;;;20000;39991
697;1995;9;;Luis;Saint Kitts and Nevis;Americas;No;;220;;;1800;;1800;;;;;197000;393916
698;1995;9;female;Marylin;Barbados;Americas;No;;;;;;;;;;;;;
699;1995;10;female;Opal;Cuba;Americas;No;;;;;;;;;;;;2000;3999
700;1995;9;female;Opal;Mexico;Americas;No;;97;19;;;3000;3000;;;100000;199957;124700;249347
701;1995;10;female;Opal;United States of America;Americas;No;;200;19;;78000;;78000;;;2500000;4998935;3000000;5998721
702;1995;10;female;Sybil (Mameng);Philippines;Asia;Yes;51;120;184;14;758423;106000;864437;;;;;38100;76184
703;1995;10;female;Roxane;Mexico;Americas;No;;145;29;;20000;;20000;;;240000;479898;1500000;2999361
704;1995;11;female;Angela (Rosing);Philippines;Asia;Yes;3720;250;882;2369;1597219;;1599588;;;;;244000;487896
705;1995;10;;Zack (Pepang);Philippines;Asia;No;;135;146;55;347998;;348053;;;;;30000;59987
706;1995;11;;Zack;Viet Nam;Asia;No;838;;16;51;23000;;23051;;;;;21200;42391
707;1995;7;female;Faye;Republic of Korea;Asia;No;;194;28;;1000;450;1450;;;;;140000;279940
708;1995;7;female;Erin;Bahamas;Americas;No;;;;;;;;;;;;400;800
709;1995;7;female;Erin;United States of America;Americas;No;;135;11;;6000;;6000;;;375000;749840;700000;1399702
710;1995;2;;Bobby;Australia;Oceania;No;;104;7;15;7000;30;7045;;;;;98000;195958
711;1995;7;;Karing;Philippines;Asia;No;;;;;20000;;20000;;;;;5000;9998
712;1996;2;female;Bonita;Mozambique;Africa;Yes;;;11;;200000;;200000;14000;27197;;;14500;28168
713;1996;1;female;Bonita;Madagascar;Africa;Yes;4455;200;9;;100000;;100000;;;;;;
714;1996;7;;Cesar and Douglas;Costa Rica;Americas;Yes;10699;126;51;;500000;;500000;;;;;200000;388526
715;1996;7;;Cesar and Douglas;Nicaragua;Americas;Yes;4276;126;42;;10724;;10724;;;;;10000;19426
716;1996;6;;03;India;Asia;No;;;731;;1842100;;1842100;;;;;;
717;1996;7;Female;Gloria;China;Asia;No;;;2;;;;;;;;;48000;93246
718;1996;7;Female;Gloria;Philippines;Asia;No;;140;26;13;36815;;36828;;;;;38000;73820
719;1996;7;;Frankie ;Viet Nam;Asia;Yes;2614;102;585;591;386500;;387091;;;;;362000;703232
720;1996;6;;Alma, Boris;Mexico;Americas;No;;193;7;80;;10000;10080;;;;;;
721;1996;7;;Herb;China;Asia;No;;139;44;300;;10000;10300;;;;;72000;139869
722;1996;7;;Herb;Taiwan (Province of China);Asia;No;;;45;;;;;;;115000;223403;1100000;2136894
723;1996;7;;Cesar and Douglas;Guatemala;Americas;No;;;;;;;;;;;;500;971
724;1996;7;;Cesar and Douglas;Honduras;Americas;No;;;;;;;;;;;;500;971
725;1996;7;;Cesar and Douglas;Mexico;Americas;No;;;2;;;;;;;;;10;19
726;1996;7;;Cesar and Douglas;El Salvador;Americas;No;;126;12;;;;;;;;;10;19
727;1996;7;;Gloria and Frankie;Thailand;Asia;No;;;9;;343386;;343386;;;;;150000;291395
728;1996;8;Female;Elida;Mexico;Americas;No;;45;6;;1000;250;1250;;;;;;
729;1996;9;Female;Fran;United States of America;Americas;No;;193;39;;4000;;4000;;;1600000;3108210;3400000;6604946
730;1996;9;Female;Hortense;Canada;Americas;No;;;;;;;;;;;;100;194
731;1996;9;Female;Hortense;Dominican Republic;Americas;No;;;24;;25000;;25000;;;;;;
732;1996;9;Female;Hortense;Martinique;Americas;No;;;;;;;;;;;;10;19
733;1996;9;Female;Hortense;Puerto Rico;Americas;No;;130;18;;57315;;57315;;;150000;291395;500000;971316
734;1996;9;Female;Sally;China;Asia;No;;120;197;5000;15000000;;15005000;;;;;1500000;2913947
735;1996;9;Female;Sally;Viet Nam;Asia;No;;;1;;;;;;;;;20;39
736;1996;9;;Fausto;Mexico;Americas;No;;;1;;;8500;8500;;;;;;
737;1996;9;;Willie;China;Asia;No;;130;38;;;;;;;;;100000;194263
738;1996;9;;Willie;Viet Nam;Asia;No;;101;9;;280000;;280000;;;;;11000;21369
739;1996;10;Female;Lilli;Cuba;Americas;No;3110;105;;;269995;66681;336676;;;;;13000;25254
740;1996;10;Female;Lilli;Germany;Europe;No;;;;;;;;;;;;500;971
741;1996;10;Female;Lilli;France;Europe;No;;;1;;;;;;;;;10;19
742;1996;10;Female;Lilli;United Kingdom of Great Britain and Northern Ireland;Europe;No;;120;5;;12000;;12000;;;240000;466231;300000;582789
743;1996;10;Female;Lilli;Cuba;Americas;No;3110;135;;;-245995;66681;-312676;;;;;234147,7143;454862,2
744;1996;11;;07B;India;Asia;Yes;;;708;;7000000;;7000000;;;;;1500300;2914530
745;1996;11;;Marco;Jamaica;Americas;No;;93;;;;800;800;;;;;3000;5828
746;1996;12;;Greg;Malaysia;Asia;Yes;310;70;270;26;1150;3000;4176;;;;;52000;101017
747;1996;12;female;Daniella;Mauritius;Africa;No;;154;3;;;;;;;;;;
748;1996;4;female;Olivia;Australia;Oceania;No;;222;;10;1500;250;1760;;;;;46700;90721
749;1996;7;;Luis;British Virgin Islands;Americas;No;;;;3;;;3;;;;;2000;3885
750;1996;8;;Kirk;Japan;Asia;No;;210;6;74;5400;264;5738;;;;;;
751;1996;7;female;Gloria;Taiwan (Province of China);Asia;No;;185;20;;;;;;;;;200000;388526
752;1996;8;;Kirk;China;Asia;No;;;266;;100000;;100000;;;;;200000;388526
753;1996;11;;Marcos;Honduras;Americas;No;;;1;;;;;;;;;1000;1943
754;1996;11;;Marcos;Haiti;Americas;No;;;26;;;;;;;;;100;194
755;1996;11;;Marcos;Nicaragua;Americas;No;;;2;;;;;;;;;100;194
756;1997;1;female;Gretelle;Madagascar;Africa;Yes;880;220;140;;520000;80000;600000;;;;;50000;94913
757;1997;1;female;Gretelle;Mozambique;Africa;No;;;;;;;;;;;;50;95
758;1997;2;female;Josie;Madagascar;Africa;No;;130;34;;;;;;;;;;
759;1997;3;;Gavin;Fiji;Oceania;No;;240;25;;3500;;3500;;;;;27000;51253
760;1997;3;;Justin;Papua New Guinea;Oceania;No;40;130;32;;;7500;7500;;;;;;
761;1997;3;female;Hina;Tonga;Oceania;No;251;93;;;;3000;3000;;;;;;
762;1997;5;;One Bravo (01B);Bangladesh;Asia;Yes;3368;250;111;10000;2042738;1000000;3052738;;;;;;
763;1997;6;;Andres;El Salvador;Americas;No;;;4;;;2000;2000;;;;;;
764;1997;8;;Victor;China;Asia;No;;;65;350;425000;;425350;;;;;579700;1100419
765;1997;8;;Victor;China, Hong Kong Special Administrative Region;Asia;No;;118;1;55;200;;255;;;;;;
766;1997;8;Female;Winnie;Taiwan (Province of China);Asia;No;;180;44;78;;;78;;;30000;56948;50000;94913
767;1997;8;Female;Winnie;China;Asia;No;253;180;140;3000;790000;44000;837000;;;15000;28474;2700000;5125291
768;1997;8;Female;Winnie;Japan;Asia;No;;;3;;;;;;;;;100000;189826
769;1997;8;Female;Winnie;Philippines;Asia;No;;180;18;5;53654;;53659;;;;;5000;9491
770;1997;8;Female;Winnie;Democratic People's Republic of Korea;Asia;No;;;;;;;;;;;;10;19
771;1997;8;;Zita;Thailand;Asia;No;;;46;394;50000;;50394;;;;;39500;74981
772;1997;8;;Zita;China;Asia;No;;130;7;349;5650000;;5650349;;;;;330000;626424
773;1997;8;;Zita;Viet Nam;Asia;No;;;;;;;;;;;;5000;9491
774;1997;5;;Bining;Philippines;Asia;No;;;30;;309111;;309111;;;;;2500;4746
775;1997;9;;Oliwa;Japan;Asia;No;;125;4;;67000;;67000;;;;;;
776;1997;9;;2 B;Bangladesh;Asia;No;;150;188;63;750000;;750063;;;;;;
777;1997;9;;Olaf;Mexico;Americas;No;;140;12;;1000;;1000;;;;;;
778;1997;10;Female;Pauline;Mexico;Americas;Yes;900;418;230;200;750000;50000;800200;;;;;447800;850039
779;1997;10;;Ivan;Philippines;Asia;No;;120;1;;4000;;4000;;;;;;
780;1997;11;;Martin;Cook Islands;Oceania;No;297;130;19;200;700;;900;;;;;;
781;1997;11;Female;Linda;Cambodia;Asia;No;;;25;;;;;;;;;10;19
782;1997;10;Female;Linda;Thailand;Asia;No;;;152;;;;;;;;;5000;9491
783;1997;11;Female;Linda;Viet Nam;Asia;Yes;10473;102;3682;857;697225;383045;1081127;;;5000;9491;470000;892180
784;1997;11;;Rick;Mexico;Americas;No;;193;;;3555;;3555;;;;;;
785;1997;12;;Paka;Guam;Oceania;No;;300;;20;1400;5000;6420;;;;;200000;379651
786;1997;7;Female;Danny;United States of America;Americas;No;;;;;;;;;;62500;118641;;
787;1997;9;;Fritz;Viet Nam;Asia;No;;;10;50;;;50;;;;;5000;9491
788;1997;8;;Zita;Malaysia;Asia;No;;11250;2;;2115;;2115;;;;;1000;1898
789;1998;1;;Ron;Tonga;Oceania;No;198;;;;500;;500;;;;;;
790;1998;3;;Yali, Zuman;Vanuatu;Oceania;No;175;157;;;2400;;2400;;;;;;
791;1998;5;;01B;Bangladesh;Asia;No;1551;150;19;504;108440;;108944;;;;;;
792;1998;6;;03A;India;Asia;Yes;98;145;2871;893;4600000;;4600893;;;217000;405625;469000;876674
793;1998;8;;Charley;United States of America;Americas;No;;97;7;;545;;545;;;62500;116827;;
794;1998;8;;Rex;Japan;Asia;No;;126;14;40;40000;;40040;;;;;;
795;1998;9;female;Isis;Mexico;Americas;No;;153;2;;1660;;1660;;;;;;
796;1998;9;;Madeline & Lester;Mexico;Americas;No;;;240;;3000;;3000;;;;;;
797;1998;9;;Georges;Dominican Republic;Americas;Yes;;210;347;595;855000;120000;975595;;;400000;747696;1981500;3703899
798;1998;9;;Vicky and Todd (Emang and Gading);Philippines;Asia;No;;108;118;22;1749414;;1749436;;;;;87038;162695
799;1998;9;;Vicky (7) and Waldo (8);Japan;Asia;No;;160;12;258;;;258;;;62100;116080;3000000;5607720
800;1998;10;;Zeb (Iliang);Philippines;Asia;No;;280;75;63;1344556;;1344619;;;;;50000;93462
801;1998;10;;Zeb;Taiwan (Province of China);Asia;No;;280;11;;;;;;;;;125000;233655
802;1998;10;;Zeb;Japan;Asia;No;;280;12;43;;;43;;;;;335500;627130
803;1998;10;;Babs (Loleng);China;Asia;No;;;5;;;;;;;;;98000;183186
804;1998;10;;Babs (Loleng);Philippines;Asia;Yes;;235;332;751;3901673;;3902424;;;;;71000;132716
805;1998;9;female;Stella;Japan;Asia;No;;;2;23;9000;;9023;;;;;;
806;1998;10;;Mitch;El Salvador;Americas;Yes;;270;475;;84000;;84000;;;;;388100;725452
807;1998;10;;Mitch;Nicaragua;Americas;Yes;;270;3332;228;868000;;868228;;;;;987700;1846248
808;1998;10;;Mitch;Honduras;Americas;Yes;;270;14600;12000;2100000;;2112000;;;150000;280386;3793600;7091149
809;1998;10;;Mitch;Mexico;Americas;No;;;9;;;;;;;;;1000;1869
810;1998;10;;Mitch;Guatemala;Americas;Yes;;270;384;;105700;;105700;;;;;748000;1398191
811;1998;11;;07B;Bangladesh;Asia;No;;140;200;;121000;;121000;;;;;;
812;1998;11;;Chip, Elvis , Dawn;Viet Nam;Asia;Yes;;;283;92;2400000;40000;2440092;;;;;93200;174213
813;1998;10;;Mitch;Costa Rica;Americas;Yes;;270;8;;15000;1700;16700;;;;;91090;170269
814;1998;10;;Mitch;Panama;Americas;No;;270;3;;7500;;7500;;;;;50;93
815;1998;10;;Mitch;Belize;Americas;Yes;;270;9;;60000;;60000;;;;;50;93
816;1998;9;;Georges;Guadeloupe;Americas;No;;;;;;;;;;;;5000;9346
817;1998;9;;Georges;Haiti;Americas;Yes;;210;190;29;12000;;12029;;;;;180000;336463
818;1998;9;;Georges;United States of America;Americas;No;;;4;;4608;519;5127;;;1655000;3093592;3500000;6542340
819;1998;9;;Georges;United States Virgin Islands;Americas;No;;;;;;;;;;;;100000;186924
820;1998;9;;Georges;Cuba;Americas;No;;210;6;;147000;;147000;;;10000;18692;2000000;3738480
821;1998;9;;Georges;Saint Kitts and Nevis;Americas;Yes;;210;5;;10000;;10000;;;;;400000;747696
822;1998;9;;Georges;Antigua and Barbuda;Americas;Yes;;210;2;25;;2000;2025;;;50000;93462;100000;186924
823;1998;9;;Georges;Puerto Rico;Americas;No;;;;;;;;;;;;1750000;3271170
824;1998;12;Female;Faith (Norming);Philippines;Asia;No;270;150;69;30;326490;;326520;;;;;27399;51215
825;1998;12;Female;Faith & Gil;Viet Nam;Asia;No;;150;43;;81635;3010;84645;;;;;15000;28039
826;1998;12;Female;Cora;Tonga;Oceania;No;;160;;;3071;;3071;;;;;;
827;1998;10;;Babs;Taiwan (Province of China);Asia;No;;;2;;400000;;400000;;;;;4000;7477
828;1998;8;Female;Bonnie;United States of America;Americas;No;;;2;;17000;;17000;;;450500;842093;1500000;2803860
829;1998;9;Female;Frances;United States of America;Americas;No;;;1;6;;;6;;;110000;205616;500000;934620
830;1999;1;;Dani;Fiji;Oceania;No;409;;12;;;1772;1772;;;;;3500;6402
831;1999;2;Female;Rona;Australia;Oceania;No;;170;5;;2000;;2000;;;;;300000;548765
832;1999;2;;Frank;New Caledonia;Oceania;No;;155;;;;;;;;;;;
833;1999;3;Female;Davina;Mauritius;Africa;No;;173;;1000;;;1000;;;;;;
834;1999;3;;Vance;Australia;Oceania;No;;300;1;;2000;672;2672;;;;;200000;365843
835;1999;5;;O2a;India;Asia;No;;200;451;;40696;;40696;;;;;20000;36584
836;1999;5;;2-A;Pakistan;Asia;Yes;897;270;231;155;315040;220745;535940;;;;;10936;20004
837;1999;8;;Bret;United States of America;Americas;No;;200;3;;;;;62500;114326;;;70000;128045
838;1999;9;female;Wendy;China;Asia;No;;;192;2600;528000;10600;541200;;;;;277900;508339
839;1999;9;;York;China, Hong Kong Special Administrative Region;Asia;No;;234;2;493;;;493;;;;;;
840;1999;9;;Bart;Japan;Asia;No;;238;26;438;20000;6900;27338;;;3500000;6402257;5000000;9146081
841;1999;9;;Floyd;Bahamas;Americas;Yes;;;1;;;;;;;22000;40243;450000;823147
842;1999;9;;Floyd;United States of America;Americas;No;;200;70;10;3000000;;3000010;;;1960000;3585264;7000000;12804514
843;1999;9;;Greg;Mexico;Americas;No;;120;9;;2000;2000;4000;;;;;;
844;1999;9;;York;China;Asia;No;;234;18;500;800;;1300;;;;;64300;117619
845;1999;10;;Dan (Pepang);Philippines;Asia;No;;;7;22;37200;4711;41933;;;;;1800;3293
846;1999;10;;Dan;China;Asia;No;;144;30;500;115000;7500;123000;;;;;241600;441939
847;1999;9;;Bart;Republic of Korea;Asia;No;;;4;;;514;514;;;;;4000;7317
848;1999;10;female;"Hurricane ""Irene""";Cuba;Americas;No;;120;4;;228067;26923;254990;;;;;;
849;1999;10;;05B;India;Asia;Yes;;260;9843;3312;12625000;;12628312;;;100000;182922;2500000;4573041
850;1999;10;female;Irene;United States of America;Americas;No;;120;6;;;;;;;;;100000;182922
851;1999;10;;Jose;Antigua and Barbuda;Americas;No;;160;1;18;2000;516;2534;;;;;;
852;1999;11;;Lenny;Antigua and Barbuda;Americas;No;;215;1;;2500;923;3423;;;;;;
853;1999;11;;Lenny;Saint Kitts and Nevis;Americas;No;;215;;;1080;100;1180;;;;;41400;75730
854;1999;11;;Lenny;Grenada;Americas;No;;215;;;210;;210;;;;;5500;10061
855;1999;11;;Lenny;Anguilla;Americas;No;;215;;;150;;150;;;;;50;91
856;1999;11;;Lenny;Guadeloupe;Americas;No;;215;4;49;400;450;899;;;;;;
